REFNUM,ACRE
74001888,48.0+
74001889,240.0+
74001890,307.5+
74001891,100.0+
74001892,580.0+
74001893,4750.0+
74001894,0.9+
74001895,0.1+
74001896,79.0+
74001897,10.0+
74001898,35.0+
74001899,4.5+
74001900,0.9+
74001901,4.0+
74001902,62.0+
74001904,290.0+
74001905,1.0+
74001906,3.0+
74001907,3.0+
74001908,30.0+
74001909,2.0+
74001910,0.9+
74001911,15.0+
74001912,0.6+
74001913,135.0+
74001914,3.0+
74001915,6.0+
74001916,2.7+
74001918,125.0+
74001919,5.0+
74001920,8.0+
74001921,8.0+
74001922,7.0+
74001923,2.0+
74001925,8.0+
74001926,97.0+
74001927,2.0+
74001928,0.3+
74001929,2.0+
74001930,9.8+
74001931,3.0+
74001932,0.9+
74001933,160.0+
74001934,300.0+
74001935,0.9+
74001936,0.9+
74001937,0.9+
74001938,10.0+
74001939,40.0+
74001940,1.0+
74001941,0.9+
74001948,20.5+
74001949,0.9+
74001951,0.9+
74001952,5.0+
74001953,0.9+
74001954,503.1+
74001955,0.9+
74001956,32.0+
74001957,0.9+
74001958,0.9+
74001959,1.0+
74001960,0.9+
74001961,0.9+
74001962,0.9+
74001963,0.9+
74001964,0.9+
74001965,23.0+
74001966,34.0+
74001967,0.9+
74001968,0.9+
74001969,8.0+
74001970,0.9+
74001971,1.0+
74001972,0.5+
74001973,0.9+
74001974,0.9+
74001975,0.9+
74001976,0.9+
74001977,14.3+
74001978,112.7+
74001979,1.0+
74001980,3.0+
74001981,0.9+
74001982,0.9+
74001983,0.9+
74001984,0.9+
74001985,178.7+
74001986,0.9+
74001987,0.9+
74001988,0.9+
74001989,0.9+
74001990,60.0+
74001992,0.9+
74001993,5.0+
74001994,140.0+
74001995,0.9+
74001996,1.2+
74001997,0.5+
74001998,0.8+
74001999,1.5+
74002000,6075.3+
74002001,0.5+
74002002,0.5+
74002003,236.0+
74002004,2.0+
74002005,1.5+
74002006,0.8+
74002007,0.5+
74002008,1.0+
74002009,18.0+
74002010,0.5+
74002011,1.0+
74002012,13.0+
74002014,1.0+
74002015,0.2+
74002016,0.8+
74002017,2.0+
74002018,156.4+
74002019,45.0+
74002020,0.5+
74002021,0.5+
74002022,1.0+
74002023,8.0+
74002024,1.0+
74002025,0.9+
74002026,1.0+
74002027,5.0+
74002028,9.9+
74002029,5.0+
74002030,140.0+
74002031,9.9+
74002032,1.3+
74002033,0.9+
74002034,0.9+
74002035,0.9+
74002036,10.0+
74002037,0.6+
74002038,7.0+
74002039,1.3+
74002040,11.0+
74002041,2.0+
74002042,8.0+
74002043,1.0+
74002044,0.9+
74002045,0.1+
74002046,1.3+
74002047,1.1+
74002048,2.0+
74002049,9.9+
74002050,9.0+
74002051,9.9+
74002052,1.0+
74002053,0.9+
74002054,399.0+
74002055,1.0+
74002056,1.0+
74002057,0.9+
74002058,0.9+
74002059,8.8+
74002065,1.0+
74002066,1.0+
74002068,57.1+
74002069,54.9+
74002070,0.3+
74002071,1.0+
74002072,2200.0+
74002074,0.1+
74002075,2.0+
74002076,25.0+
74002077,4.0+
74002078,2.0+
74002079,0.9+
74002080,12.0+
74002081,1.0+
74002082,3.5+
74002083,2500.0+
74002085,10.0+
74002086,230.0+
74002087,8.0+
74002088,2.0+
74002089,770.0+
74002090,0.1+
74002091,7.0+
74002092,0.5+
74002093,0.9+
74002094,1.5+
74002095,55.0+
74002096,800.0+
74002097,15.0+
74002098,9.0+
74002099,0.9+
74002100,0.9+
74002101,692.5+
74002102,90.0+
74002103,18.0+
74002104,288.7+
74002105,1.0+
74002106,225.0+
74002107,35.0+
74002108,2.0+
74002110,1.6+
74002111,130.0+
74002112,23.0+
74002113,2.0+
74002114,17.0+
74002115,94.0+
74002116,265.0+
74002117,1.0+
74002118,30.0+
74002119,0.9+
74002120,2.5+
74002121,640.0+
74002122,85.0+
74002123,145.0+
74002124,0.9+
74002125,175.0+
74002126,0.0+
74002127,320.0+
74002128,1.5+
74002129,40.0+
74002130,1.0+
74002131,0.9+
74002132,5.0+
74002133,1.0+
74002134,26.0+
74002135,14.0+
74002136,0.9+
74002137,150.0+
74002138,0.5+
74002139,22.0+
74002140,0.9+
74002141,9.0+
74002142,9.0+
74002143,1.0+
74002144,183.0+
74002145,6.0+
74002146,117.0+
74002147,35.0+
74002148,18.0+
74002149,7.0+
74002150,1.0+
74002151,0.9+
74002152,4.0+
74002153,20.0+
74002154,0.9+
74002155,0.9+
74002156,0.9+
74002158,2.8+
74002159,0.5+
74002160,14.7+
74002161,0.9+
74002162,0.3+
74002163,0.9+
74002164,0.2+
74002165,42.6+
74002166,81.0+
74002168,5.3+
74002169,0.2+
74002170,57.0+
74002171,0.7+
74002172,0.9+
74002173,0.7+
74002174,0.3+
74002175,4.0+
74002176,6.0+
74002177,0.8+
74002178,3.0+
74002179,1.6+
74002180,0.9+
74002181,6.2+
74002182,1.0+
74002183,0.7+
74002184,0.1+
74002185,10.0+
74002186,8.0+
74002187,25.0+
74002188,0.9+
74002189,5.0+
74002192,0.9+
74002193,5.0+
74002194,57.0+
74002195,0.7+
74002196,0.6+
74002197,1.0+
74002198,0.9+
74002199,10.0+
74002200,10.0+
74002201,3.0+
74002202,3.0+
74002203,1.0+
74002204,1.0+
74002205,2.0+
74002206,0.5+
74002207,87.0+
74002208,9.9+
74002209,2.2+
74002210,1.0+
74002211,12.4+
74002212,0.9+
74002213,700.0+
74002214,5.0+
74002215,0.9+
74002216,0.0+
74002217,1.0+
74002218,1.0+
74002219,60.0+
74002220,550.0+
74002221,1690.0+
74002222,41.0+
74002223,0.0+
74002224,1.0+
74002225,8.0+
74002226,1280.0+
74002227,0.9+
74002228,0.0+
74002230,2.0+
74002231,2.0+
74002232,135.0+
74002233,10.0+
74002234,0.9+
74002235,0.9+
74002236,0.9+
74002237,9.5+
74002238,0.9+
74002239,0.9+
74002240,310.0+
74002242,3.0+
74002243,0.9+
74002244,20.0+
74002245,0.9+
74002246,0.9+
74002247,0.9+
74002248,135.0+
74002249,4.0+
74002250,0.5+
74002251,11.0+
74002252,0.2+
74002253,56.1+
74002254,2.0+
74002255,0.3+
74002256,3.5+
74002257,1.7+
74002259,0.9+
74002260,1.5+
74002261,160.0+
74002262,0.2+
74002263,16.0+
74002265,2.0+
74002266,7.0+
74002267,750.0+
74002269,0.9+
74002270,0.9+
74002271,57000.0+
74002275,2.8+
74002276,66.3+
74002277,0.9+
74002278,1.5+
74002279,20.0+
74002280,3.9+
74002281,10.5+
74002282,237.0+
74002284,1.0+
74002285,0.7+
74002286,960.0+
74002288,0.5+
74002290,40.0+
74002291,1.0+
74002292,0.9+
74002293,0.9+
74002294,0.2+
74002296,89.7+
74002299,9.9+
74002300,0.8+
74002301,1.0+
74002302,0.4+
74002303,3.0+
74002304,0.9+
74002305,0.1+
74002306,53.3+
74002307,13.0+
74002308,7.4+
74002309,0.1+
74002310,4.5+
74002311,24.7+
74002312,3.1+
74002313,3.7+
74002314,9.9+
74002315,1.0+
74002316,12.4+
74002317,88.8+
74002318,180.0+
74002319,0.0+
74002320,10.0+
74002321,1.0+
74002322,5.0+
74002323,0.9+
74002324,5.0+
74002327,947.0+
74002345,41.0+
74002346,0.9+
74002348,82.0+
74002349,0.0+
74002350,1.0+
74002404,216.0+
75000001,0.9+
75000002,1.0+
75000003,5.0+
75000004,10.9+
75000005,2.2+
75000006,0.7+
75000007,0.9+
75000008,3.0+
75000009,1.0+
75000010,3.0+
75000011,8.1+
75000012,8.8+
75000013,30.0+
75000014,7.0+
75000015,6.9+
75000016,0.3+
75000018,300.0+
75000019,13.0+
75000020,2.0+
75000021,0.9+
75000022,0.1+
75000023,5.0+
75000024,0.1+
75000025,40.0+
75000026,1.0+
75000027,0.9+
75000030,0.9+
75000031,6.5+
75000032,0.9+
75000033,0.5+
75000034,0.9+
75000035,8.0+
75000036,0.9+
75000037,2.5+
75000038,1.0+
75000039,0.9+
75000041,0.9+
75000042,0.9+
75000043,2.0+
75000044,560.0+
75000045,1.0+
75000046,0.9+
75000047,4.0+
75000048,1.0+
75000049,97.7+
75000050,5.0+
75000051,1.0+
75000052,5.0+
75000053,260.0+
75000054,2.0+
75000055,0.9+
75000056,0.9+
75000057,0.9+
75000058,24.0+
75000059,0.9+
75000060,0.9+
75000061,0.9+
75000062,0.9+
75000063,40.0+
75000064,2.5+
75000065,1.8+
75000066,0.9+
75000067,970.0+
75000068,0.9+
75000069,14.0+
75000070,3.0+
75000071,0.9+
75000072,0.9+
75000073,1.5+
75000074,0.1+
75000075,81.0+
75000076,11.8+
75000077,1.3+
75000078,0.9+
75000079,140.0+
75000080,0.9+
75000081,0.9+
75000082,1.5+
75000083,0.9+
75000084,0.1+
75000085,8.0+
75000086,80.0+
75000088,1.0+
75000090,1.0+
75000091,1.0+
75000092,400.0+
75000093,3.0+
75000094,1.0+
75000095,1.0+
75000096,1.0+
75000097,3.0+
75000098,1.0+
75000099,1.0+
75000100,2.0+
75000101,1.0+
75000102,1.0+
75000103,2.0+
75000104,1.0+
75000105,2.0+
75000106,1.0+
75000107,5.0+
75000108,1.0+
75000109,600.0+
75000110,2.0+
75000111,2.0+
75000112,170.0+
75000113,1.0+
75000114,1.0+
75000115,2.0+
75000116,1.0+
75000117,1.0+
75000118,2.0+
75000119,1.0+
75000120,15.0+
75000121,0.9+
75000122,38.0+
75000123,0.5+
75000124,0.9+
75000125,0.5+
75000126,0.2+
75000127,1.8+
75000128,0.7+
75000129,694.0+
75000130,0.3+
75000131,2.0+
75000132,0.9+
75000133,4.0+
75000134,1.0+
75000135,1.0+
75000136,1.0+
75000137,1.0+
75000138,1.0+
75000139,58.0+
75000140,3.6+
75000141,1.0+
75000142,260.0+
75000143,12.0+
75000144,0.9+
75000145,0.9+
75000146,4.5+
75000147,0.9+
75000148,1.0+
75000149,50.0+
75000150,37.0+
75000151,8.0+
75000152,3.2+
75000153,200.0+
75000154,4.0+
75000155,11820.0+
75000156,27.0+
75000157,0.9+
75000158,1.0+
75000159,2.0+
75000160,0.5+
75000161,165.0+
75000162,160.0+
75000163,307.0+
75000164,55000.0+
75000165,10.0+
75000166,0.3+
75000167,70.0+
75000169,0.1+
75000170,9.0+
75000171,3.6+
75000172,1.3+
75000173,290.0+
75000174,160.0+
75000175,16.0+
75000176,15.0+
75000177,1.0+
75000178,160.0+
75000179,0.1+
75000180,1.0+
75000181,9.0+
75000203,4.0+
75000204,2.0+
75000205,1.0+
75000206,2.0+
75000207,2.0+
75000208,1.0+
75000209,2.0+
75000210,55.0+
75000211,230.0+
75000212,50.0+
75000213,0.9+
75000215,5372.3+
75000216,0.9+
75000217,15.0+
75000219,1.0+
75000220,3.6+
75000221,94.0+
75000222,582.0+
75000223,16.5+
75000224,54.0+
75000225,0.9+
75000226,3.0+
75000227,0.1+
75000228,80.0+
75000229,1.0+
75000230,1.5+
75000231,0.9+
75000232,1.0+
75000233,0.1+
75000234,25.0+
75000235,0.5+
75000236,12.1+
75000237,0.1+
75000238,75.0+
75000239,0.3+
75000240,0.9+
75000241,0.1+
75000242,0.3+
75000243,0.9+
75000244,0.6+
75000245,55.0+
75000246,0.9+
75000247,0.5+
75000248,0.9+
75000249,0.5+
75000250,0.1+
75000251,0.9+
75000252,275.0+
75000253,10.0+
75000254,170.0+
75000255,1.1+
75000256,674.0+
75000257,6.0+
75000258,0.9+
75000259,0.9+
75000260,341.0+
75000261,2.0+
75000262,0.9+
75000263,15.0+
75000264,46.0+
75000265,1.0+
75000267,0.9+
75000268,0.9+
75000269,0.8+
75000270,0.1+
75000271,60.0+
75000272,0.9+
75000273,0.9+
75000274,0.5+
75000275,0.9+
75000276,7.0+
75000277,0.9+
75000278,10.0+
75000279,9.0+
75000280,0.3+
75000281,1.0+
75000282,0.5+
75000283,0.9+
75000284,0.9+
75000285,7.0+
75000286,0.6+
75000287,5.0+
75000288,0.1+
75000289,5.0+
75000290,0.9+
75000291,113.0+
75000292,0.9+
75000293,2.0+
75000294,1.0+
75000295,0.9+
75000296,7.0+
75000297,0.9+
75000298,0.9+
75000299,0.5+
75000300,0.9+
75000301,2.0+
75000302,4.0+
75000303,0.3+
75000304,0.9+
75000305,0.9+
75000306,0.0+
75000307,1.0+
75000308,0.9+
75000309,0.9+
75000310,1.0+
75000311,0.9+
75000312,0.9+
75000313,1.0+
75000314,0.9+
75000315,1.0+
75000316,0.9+
75000317,0.9+
75000318,2.0+
75000319,4.0+
75000320,0.9+
75000322,0.7+
75000323,1.0+
75000324,0.5+
75000325,0.7+
75000326,0.9+
75000327,90.0+
75000328,0.2+
75000329,4.0+
75000330,0.9+
75000331,0.5+
75000332,0.9+
75000335,1.0+
75000336,221.8+
75000338,14.4+
75000341,4.2+
75000343,73.1+
75000347,0.2+
75000348,2.5+
75000349,460.0+
75000350,27.4+
75000351,0.9+
75000352,0.9+
75000354,160.0+
75000355,480.0+
75000357,80.0+
75000358,5.0+
75000359,1.0+
75000360,5.0+
75000361,300.0+
75000362,0.3+
75000363,160.0+
75000364,1280.0+
75000365,0.2+
75000366,320.0+
75000367,282.0+
75000368,1450.0+
75000369,1.0+
75000370,10.0+
75000371,5.0+
75000372,1.0+
75000373,0.9+
75000374,0.9+
75000375,0.9+
75000376,0.9+
75000377,0.9+
75000378,0.9+
75000379,0.9+
75000380,0.9+
75000381,0.9+
75000382,1.0+
75000383,8.0+
75000384,0.9+
75000386,0.9+
75000387,1.0+
75000388,68.0+
75000389,2.0+
75000390,0.9+
75000391,0.9+
75000393,0.9+
75000394,145.0+
75000395,0.9+
75000396,5307.0+
75000397,0.9+
75000398,3.0+
75000399,0.9+
75000400,0.9+
75000401,0.9+
75000403,0.9+
75000404,0.9+
75000405,0.9+
75000406,0.9+
75000407,0.9+
75000408,0.9+
75000409,0.9+
75000410,0.9+
75000411,0.9+
75000412,0.9+
75000413,0.9+
75000414,0.9+
75000415,0.9+
75000416,0.9+
75000417,7.0+
75000418,0.8+
75000419,0.9+
75000420,0.9+
75000421,0.1+
75000422,0.9+
75000423,1.5+
75000424,0.9+
75000425,1.0+
75000426,240.0+
75000427,0.9+
75000428,1080.0+
75000431,5.0+
75000433,0.5+
75000434,6.0+
75000435,1.3+
75000436,1.6+
75000437,2.0+
75000438,0.3+
75000441,11.0+
75000444,1.5+
75000445,0.0+
75000446,0.2+
75000447,0.1+
75000448,5.4+
75000449,2.3+
75000450,0.5+
75000451,14.0+
75000452,640.0+
75000453,0.5+
75000456,50.0+
75000457,5.0+
75000458,1.1+
75000459,2.0+
75000460,1.1+
75000464,10.0+
75000465,0.7+
75000466,10.0+
75000467,1.2+
75000468,1.3+
75000471,0.4+
75000472,0.5+
75000473,0.3+
75000475,0.1+
75000476,1.7+
75000477,3500.0+
75000478,5.8+
75000479,700.0+
75000480,0.2+
75000481,6.2+
75000482,0.9+
75000483,7.3+
75000484,0.9+
75000485,1300.0+
75000488,2.8+
75000489,8.0+
75000490,107.0+
75000491,3.0+
75000492,1.0+
75000494,4.0+
75000495,1.6+
75000496,29.4+
75000497,1.0+
75000498,0.1+
75000499,2.0+
75000500,0.3+
75000501,0.1+
75000502,0.0+
75000503,0.3+
75000505,9.0+
75000506,1.0+
75000507,87.0+
75000508,4.0+
75000510,9.0+
75000511,1.1+
75000512,0.5+
75000513,1.0+
75000514,0.4+
75000515,0.2+
75000516,10.0+
75000517,0.0+
75000519,20.0+
75000520,0.9+
75000521,0.3+
75000522,172.0+
75000523,0.5+
75000524,5.0+
75000525,2.0+
75000526,0.3+
75000527,40.0+
75000528,0.1+
75000529,0.9+
75000530,1.3+
75000531,4.5+
75000532,1.0+
75000533,5.0+
75000534,3.0+
75000535,2.0+
75000536,1369.0+
75000537,5.0+
75000538,12800.0+
75000539,1.0+
75000540,80.0+
75000541,6.6+
75000542,0.5+
75000543,0.9+
75000544,55.0+
75000545,5.0+
75000546,0.9+
75000547,2.0+
75000548,10.0+
75000549,0.9+
75000550,0.9+
75000551,5.0+
75000553,14.0+
75000554,0.9+
75000555,0.9+
75000556,0.9+
75000557,0.9+
75000558,0.9+
75000559,0.9+
75000560,0.9+
75000561,0.9+
75000562,40.0+
75000563,3.0+
75000564,0.9+
75000565,0.9+
75000566,0.9+
75000567,9.9+
75000568,10.0+
75000569,9.0+
75000570,0.9+
75000571,0.9+
75000572,0.9+
75000573,40202.0+
75000574,20.0+
75000575,153.0+
75000576,4.0+
75000577,0.2+
75000578,0.5+
75000579,2.0+
75000580,62.0+
75000581,0.9+
75000582,0.3+
75000584,40.0+
75000585,8.1+
75000586,230.0+
75000587,134.0+
75000589,1.0+
75000590,0.9+
75000591,248.0+
75000592,0.6+
75000593,9.0+
75000594,0.1+
75000595,1.0+
75000596,22.0+
75000597,365.0+
75000598,25.0+
75000599,0.9+
75000600,1.0+
75000601,30.0+
75000602,200.0+
75000603,146.0+
75000604,0.9+
75000605,275.0+
75000606,127.0+
75000607,315.0+
75000608,42.0+
75000609,100.0+
75000611,1.9+
75000612,150.0+
75000613,185.0+
75000614,0.9+
75000615,15.0+
75000616,1120.0+
75000617,40.0+
75000618,1.1+
75000620,2.8+
75000621,63.0+
75000622,2.0+
75000623,0.9+
75000624,0.9+
75000625,161.5+
75000626,87.0+
75000627,245.0+
75000628,10.0+
75000629,8640.0+
75000630,0.9+
75000631,0.9+
75000633,0.9+
75000634,160.0+
75000635,5.0+
75000636,16.0+
75000637,6.0+
75000638,1.0+
75000639,0.7+
75000640,0.5+
75000641,2.0+
75000642,0.1+
75000643,0.5+
75000644,2.0+
75000645,0.9+
75000646,0.9+
75000647,0.9+
75000648,0.9+
75000649,0.7+
75000650,1.0+
75000651,2.0+
75000652,65.0+
75000653,1.0+
75000655,0.9+
75000656,1.0+
75000657,0.4+
75000658,0.5+
75000659,35.0+
75000660,1.0+
75000661,0.5+
75000662,2.0+
75000663,1.3+
75000664,18.0+
75000665,1.0+
75000666,428.0+
75000667,0.9+
75000668,0.4+
75000670,0.9+
75000671,0.9+
75000672,1.0+
75000673,1.0+
75000674,6.0+
75000675,0.5+
75000676,31.6+
75000677,0.1+
75000678,0.9+
75000679,0.9+
75000680,1.0+
75000681,5.0+
75000682,0.3+
75000683,9.7+
75000684,0.9+
75000685,0.9+
75000686,0.9+
75000687,0.9+
75000689,1.5+
75000690,0.9+
75000692,1.0+
75000693,0.9+
75000694,0.9+
75000697,1.0+
75000698,0.9+
75000699,0.9+
75000700,0.1+
75000701,1.0+
75000702,0.9+
75000703,2.5+
75000704,1.5+
75000705,1.5+
75000706,1.0+
75000707,1.5+
75000708,2.0+
75000709,1.0+
75000710,2.5+
75000711,3.0+
75000712,4.0+
75000713,60.0+
75000714,1.5+
75000715,1.0+
75000716,1.0+
75000717,2.5+
75000718,1.0+
75000719,16.4+
75000720,20.0+
75000721,50000.0+
75000722,0.9+
75000723,0.9+
75000724,1.0+
75000725,1.5+
75000726,0.9+
75000727,5.0+
75000728,3.5+
75000729,4103.0+
75000730,9.9+
75000731,9.9+
75000732,21.2+
75000733,6.0+
75000734,1.0+
75000735,4.0+
75000736,0.9+
75000737,5.0+
75000738,1.0+
75000739,20.0+
75000740,1.0+
75000741,1.0+
75000742,2.0+
75000743,9.9+
75000744,0.7+
75000745,0.5+
75000746,1.0+
75000747,5.0+
75000749,1.0+
75000750,1.0+
75000751,6.0+
75000752,1.3+
75000753,9.5+
75000754,9.9+
75000756,2.0+
75000757,110.0+
75000758,3.0+
75000759,9.9+
75000760,9.5+
75000761,0.9+
75000762,0.9+
75000763,4.0+
75000764,15.0+
75000765,1.0+
75000766,0.9+
75000767,1.0+
75000768,1.0+
75000769,1.0+
75000770,0.4+
75000771,0.9+
75000772,10.1+
75000773,3.0+
75000774,2.5+
75000775,2.0+
75000776,0.9+
75000777,9.9+
75000778,2.0+
75000779,1.0+
75000780,5.0+
75000781,5.0+
75000782,3.0+
75000783,1.0+
75000784,1.0+
75000785,1.0+
75000786,0.1+
75000787,9.5+
75000788,9.0+
75000790,36.7+
75000791,1.0+
75000792,2.5+
75000794,0.5+
75000795,6.0+
75000796,9.5+
75000797,0.1+
75000798,1.0+
75000800,0.9+
75000801,2.8+
75000802,0.3+
75000803,9.9+
75000804,2.0+
75000805,0.9+
75000806,1.0+
75000807,4.0+
75000808,3.0+
75000809,1.0+
75000810,2.0+
75000811,3.0+
75000812,1.0+
75000813,2.0+
75000814,1.0+
75000815,1.2+
75000817,5.0+
75000818,5.0+
75000819,5.0+
75000820,5.0+
75000821,0.9+
75000822,10.0+
75000823,10.0+
75000824,1.0+
75000825,5.0+
75000826,6.0+
75000827,5.0+
75000828,5.0+
75000829,9.9+
75000830,5.0+
75000831,5.0+
75000832,4.9+
75000833,152.0+
75000835,1.0+
75000836,1.0+
75000837,0.9+
75000838,0.9+
75000839,33.0+
75000840,0.9+
75000841,3.0+
75000842,0.5+
75000843,0.3+
75000844,25.0+
75000845,5.0+
75000846,40.0+
75000847,1.1+
75000848,1650.0+
75000849,18.0+
75000850,0.9+
75000851,0.9+
75000852,0.9+
75000853,0.9+
75000855,0.9+
75000856,5.0+
75000857,519.0+
75000858,0.2+
75000859,0.2+
75000860,12.0+
75000862,2.0+
75000863,1.0+
75000864,5.0+
75000865,15.0+
75000866,5.0+
75000867,1.0+
75000869,2.0+
75000870,2.5+
75000871,0.9+
75000872,210.0+
75000873,82.0+
75000874,2.0+
75000875,72.0+
75000876,0.5+
75000877,8.0+
75000878,140.0+
75000879,4.0+
75000880,49.2+
75000881,0.9+
75000882,13.0+
75000883,18.0+
75000884,123.8+
75000885,15.0+
75000886,136.0+
75000887,36.0+
75000888,1.0+
75000889,300.0+
75000890,17.0+
75000891,300.0+
75000893,8.0+
75000894,16.0+
75000895,4.9+
75000896,14.0+
75000897,66.0+
75000898,4.8+
75000899,0.5+
75000900,5.0+
75000901,0.2+
75000902,31.0+
75000903,8.0+
75000904,0.9+
75000905,50.0+
75000906,60.0+
75000907,139.7+
75000908,0.9+
75000909,0.9+
75000910,154.0+
75000911,0.9+
75000912,145.0+
75000913,98.0+
75000914,10.0+
75000915,53.0+
75000916,54.0+
75000917,10.0+
75000918,4703.0+
75000919,63.8+
75000920,65.0+
75000921,33.0+
75000924,0.9+
75000925,2.2+
75000926,185.7+
75000927,126.1+
75000928,24.0+
75000929,1.0+
75000930,10.0+
75000931,12.0+
75000932,18.0+
75000933,45.9+
75000934,0.9+
75000935,190.0+
75000936,0.9+
75000937,52.0+
75000938,0.5+
75000939,1.0+
75000940,0.9+
75000941,0.9+
75000942,4.0+
75000943,0.9+
75000944,2.0+
75000945,1.0+
75000946,9.0+
75000948,3.0+
75000949,0.9+
75000950,1.5+
75000951,9.0+
75000952,0.5+
75000953,1.3+
75000954,0.9+
75000955,0.9+
75000956,0.9+
75000957,9.0+
75000958,2.0+
75000959,1.0+
75000960,0.9+
75000961,0.9+
75000962,3.0+
75000963,0.9+
75000964,9.0+
75000965,256.0+
75000966,0.9+
75000967,0.3+
75000968,5.0+
75000969,2.0+
75000970,0.5+
75000971,0.9+
75000972,2.0+
75000973,950.0+
75000974,100.0+
75000976,125.0+
75000977,500.0+
75000978,20.0+
75000979,0.9+
75000980,1.0+
75000981,0.9+
75000982,0.9+
75000983,100.0+
75000984,0.3+
75000985,2.5+
75000986,1.0+
75000987,0.9+
75000991,3.4+
75000992,0.9+
75000993,7.9+
75000994,4.9+
75000995,0.5+
75000996,0.9+
75000997,0.9+
75000998,1.9+
75000999,0.9+
75001000,42.0+
75001001,0.9+
75001002,2.0+
75001003,20.0+
75001005,0.9+
75001006,0.9+
75001007,0.9+
75001008,0.9+
75001009,1.5+
75001010,0.9+
75001011,0.9+
75001012,0.9+
75001013,0.5+
75001014,0.9+
75001015,1.0+
75001016,1.0+
75001017,1.0+
75001018,0.9+
75001020,1.0+
75001021,0.9+
75001022,0.9+
75001023,0.9+
75001024,10.0+
75001025,0.9+
75001026,0.9+
75001027,1.9+
75001028,0.9+
75001029,0.9+
75001030,9.9+
75001032,1.0+
75001033,0.5+
75001036,0.9+
75001037,10.0+
75001038,1.0+
75001039,2.0+
75001040,158.0+
75001041,4.0+
75001042,40.0+
75001043,200.0+
75001044,6.0+
75001045,0.9+
75001046,40.0+
75001048,2.0+
75001049,0.9+
75001050,9.0+
75001051,6.0+
75001052,0.5+
75001053,2.0+
75001054,0.9+
75001055,0.9+
75001056,0.9+
75001057,40.0+
75001058,0.9+
75001059,0.5+
75001060,5.0+
75001061,0.0+
75001062,1.0+
75001063,0.9+
75001064,362.0+
75001065,1932.0+
75001066,9.9+
75001067,0.1+
75001068,20.2+
75001069,31.2+
75001070,27.5+
75001071,9.9+
75001072,0.2+
75001073,9.9+
75001074,30.3+
75001079,160.0+
75001080,13.6+
75001081,9555.0+
75001082,9.0+
75001083,2.7+
75001084,0.9+
75001085,95.0+
75001086,0.9+
75001088,3.5+
75001089,2.5+
75001090,140.0+
75001091,125.0+
75001092,0.9+
75001093,5400.0+
75001094,0.9+
75001095,250.0+
75001096,45.0+
75001097,0.9+
75001098,0.9+
75001099,85.0+
75001100,0.9+
75001101,250.0+
75001102,9.9+
75001104,10520.0+
75001105,1280.0+
75001106,2.0+
75001107,26.0+
75001108,129.5+
75001110,1.0+
75001111,1.0+
75001112,2.0+
75001113,10.0+
75001116,5.8+
75001117,2.0+
75001118,149.0+
75001119,7.0+
75001121,39.4+
75001122,0.9+
75001123,0.9+
75001124,31.0+
75001125,200.0+
75001126,25.0+
75001127,1.5+
75001128,9.9+
75001129,0.9+
75001130,2.0+
75001131,0.9+
75001132,0.9+
75001133,0.9+
75001134,2.8+
75001135,1.2+
75001136,5.0+
75001137,3.0+
75001138,63.0+
75001139,0.7+
75001140,6.9+
75001142,9.0+
75001143,225.0+
75001144,0.3+
75001145,0.3+
75001146,1.0+
75001147,25.0+
75001148,35.0+
75001149,1.8+
75001150,5.0+
75001151,33.0+
75001152,1.5+
75001153,0.3+
75001154,1.2+
75001155,1.0+
75001156,0.9+
75001157,77.0+
75001158,75.0+
75001159,47.0+
75001160,505.0+
75001161,225.0+
75001162,155.0+
75001163,0.9+
75001164,138.0+
75001165,1240.0+
75001166,0.8+
75001167,0.5+
75001168,0.3+
75001169,33.9+
75001170,29.0+
75001171,0.3+
75001172,0.3+
75001173,0.3+
75001174,0.2+
75001175,0.3+
75001176,3.0+
75001177,255.0+
75001178,19.8+
75001179,49.4+
75001180,0.9+
75001181,437.0+
75001182,7.0+
75001183,150.0+
75001184,434.0+
75001185,2.0+
75001186,1.0+
75001187,48.0+
75001188,0.9+
75001189,0.9+
75001190,14.0+
75001191,0.9+
75001192,9.9+
75001193,42.0+
75001194,15.0+
75001195,30.0+
75001197,0.9+
75001198,50.0+
75001199,2.0+
75001200,26.0+
75001201,1.0+
75001202,3.0+
75001203,0.9+
75001205,2.0+
75001206,3.0+
75001207,0.9+
75001208,4.0+
75001209,9.9+
75001210,0.0+
75001211,20.0+
75001212,7.0+
75001213,0.0+
75001214,1.0+
75001215,1.0+
75001217,25.0+
75001218,5.0+
75001219,1.0+
75001220,1.0+
75001221,5.0+
75001222,162.5+
75001223,1.5+
75001224,1594.0+
75001225,200.0+
75001226,60.0+
75001227,0.0+
75001228,9.0+
75001229,12.5+
75001230,0.9+
75001231,32.1+
75001232,40.0+
75001233,0.9+
75001234,22.0+
75001235,2.0+
75001236,11.0+
75001237,0.9+
75001238,3.0+
75001239,9.0+
75001241,20.0+
75001242,2.0+
75001243,2.0+
75001244,20.0+
75001245,0.0+
75001246,5.0+
75001247,1.0+
75001248,2.0+
75001250,1.0+
75001251,5.0+
75001252,1.0+
75001253,10.0+
75001254,9.0+
75001255,3.0+
75001256,50.0+
75001257,20.0+
75001258,0.9+
75001259,20.0+
75001260,6.0+
75001261,8.0+
75001262,40.0+
75001263,9.0+
75001264,5.0+
