REFNUM,ACRE
89000028,30.0+
89000029,10.0+
89000030,0.5+
89000031,0.4+
89000032,0.4+
89000033,1.2+
89000034,0.4+
89000035,0.4+
89000036,0.3+
89000037,0.9+
89000038,4.0+
89000039,2.1+
89000040,160.0+
89000041,1.2+
89000042,0.5+
89000043,1.5+
89000044,3.0+
89000045,25.0+
89000046,65.0+
89000047,1.5+
89000048,98.7+
89000049,0.2+
89000050,1.0+
89000051,0.2+
89000052,0.9+
89000053,0.2+
89000054,0.5+
89000055,10.0+
89000056,4.0+
89000057,12.0+
89000058,0.1+
89000059,0.2+
89000060,0.2+
89000061,0.9+
89000062,0.1+
89000063,0.2+
89000064,6.0+
89000065,0.5+
89000066,0.2+
89000067,11.0+
89000068,0.9+
89000069,10.0+
89000070,3.0+
89000071,1.8+
89000072,0.9+
89000073,5.0+
89000074,3.0+
89000075,0.9+
89000076,51.0+
89000077,40.0+
89000080,0.9+
89000081,0.9+
89000082,0.9+
89000083,0.9+
89000084,0.9+
89000085,0.9+
89000086,0.9+
89000087,0.9+
89000088,0.9+
89000089,0.9+
89000090,0.9+
89000091,0.9+
89000092,0.9+
89000093,0.9+
89000094,0.9+
89000095,0.9+
89000096,0.9+
89000097,0.9+
89000098,0.9+
89000099,0.9+
89000100,0.9+
89000101,0.9+
89000102,0.9+
89000103,0.9+
89000104,0.9+
89000105,0.9+
89000106,0.9+
89000107,0.9+
89000108,0.9+
89000109,0.9+
89000110,0.9+
89000111,0.9+
89000112,0.9+
89000113,0.9+
89000114,0.9+
89000115,0.9+
89000118,80.0+
89000119,100.0+
89000120,0.9+
89000122,0.5+
89000123,0.7+
89000124,0.8+
89000125,0.1+
89000126,1.3+
89000127,16.0+
89000128,0.7+
89000129,0.4+
89000130,0.4+
89000131,0.9+
89000132,0.8+
89000133,0.5+
89000134,0.5+
89000135,0.7+
89000136,0.4+
89000137,0.3+
89000138,0.9+
89000139,1.3+
89000140,0.9+
89000141,10.5+
89000142,140.0+
89000143,0.9+
89000144,2.0+
89000145,140.0+
89000146,1.3+
89000147,170.0+
89000148,11.0+
89000149,150.0+
89000151,0.9+
89000152,100.0+
89000153,1.5+
89000154,0.9+
89000155,7.0+
89000156,0.9+
89000157,0.9+
89000158,1.8+
89000159,41.0+
89000160,6.0+
89000162,47.0+
89000163,0.9+
89000164,0.2+
89000165,80.0+
89000166,0.4+
89000168,0.8+
89000169,2.9+
89000170,0.9+
89000171,0.9+
89000172,17.5+
89000173,0.9+
89000174,0.9+
89000175,0.9+
89000176,1.9+
89000177,0.9+
89000178,4.2+
89000179,3.9+
89000180,0.9+
89000181,0.3+
89000182,0.1+
89000183,0.3+
89000184,2.3+
89000185,3.0+
89000186,0.6+
89000187,1.7+
89000188,0.3+
89000189,0.2+
89000190,0.1+
89000191,2.2+
89000192,0.1+
89000193,1.5+
89000194,0.9+
89000195,1.0+
89000196,0.9+
89000197,0.1+
89000198,1.6+
89000199,0.1+
89000200,0.9+
89000201,56.8+
89000202,6.1+
89000203,0.5+
89000204,0.1+
89000205,19.4+
89000207,55.3+
89000208,2.5+
89000209,3.0+
89000210,0.9+
89000211,1.0+
89000212,0.9+
89000213,0.9+
89000214,18.0+
89000215,0.9+
89000216,0.9+
89000217,1.3+
89000218,1.5+
89000219,23.0+
89000220,0.2+
89000221,0.5+
89000222,1.3+
89000225,0.9+
89000227,82.0+
89000228,1.4+
89000229,2.7+
89000230,0.2+
89000231,17.0+
89000232,0.9+
89000233,1.8+
89000234,0.9+
89000235,0.9+
89000236,2.5+
89000237,0.9+
89000238,1.5+
89000239,0.9+
89000240,2800.0+
89000241,0.5+
89000242,3.1+
89000243,72.0+
89000244,0.2+
89000245,0.2+
89000246,2.0+
89000247,82.0+
89000248,7.5+
89000249,0.9+
89000250,0.9+
89000251,0.5+
89000252,20.0+
89000253,17.0+
89000254,19.4+
89000255,6.0+
89000256,11.9+
89000257,1.5+
89000258,0.9+
89000259,0.9+
89000260,1.0+
89000263,15.0+
89000264,20.0+
89000265,1.0+
89000266,1.0+
89000267,2.1+
89000269,2.6+
89000271,2.1+
89000272,3.2+
89000273,0.4+
89000274,0.8+
89000275,5.2+
89000276,3.3+
89000277,1.6+
89000278,1.5+
89000279,1.7+
89000280,33.5+
89000281,22.1+
89000282,5.5+
89000283,1.6+
89000284,6.4+
89000285,1.0+
89000286,0.1+
89000287,0.8+
89000288,0.8+
89000289,2430.0+
89000290,3.7+
89000291,0.5+
89000292,0.5+
89000293,120.0+
89000294,61.0+
89000295,0.5+
89000296,1.0+
89000297,13.0+
89000298,12.5+
89000299,4.0+
89000300,9.0+
89000301,1.9+
89000302,2.1+
89000303,0.9+
89000304,0.9+
89000305,0.9+
89000306,5.0+
89000307,6.0+
89000308,8.0+
89000309,0.5+
89000310,5.0+
89000311,8.8+
89000312,0.9+
89000313,7.1+
89000314,25.0+
89000315,39.0+
89000316,2.3+
89000318,0.1+
89000319,2.5+
89000320,0.9+
89000321,0.9+
89000322,70.0+
89000323,77.0+
89000324,0.3+
89000325,68.0+
89000326,1.3+
89000327,1.2+
89000328,0.5+
89000329,0.3+
89000330,0.2+
89000331,0.6+
89000332,0.9+
89000333,20.0+
89000334,0.8+
89000335,0.9+
89000336,24556.0+
89000337,12894.0+
89000340,7.5+
89000341,98.0+
89000342,0.2+
89000343,7.6+
89000344,17.0+
89000345,23.0+
89000346,0.9+
89000347,1.9+
89000348,0.9+
89000349,5.7+
89000350,0.4+
89000351,9.8+
89000352,1.0+
89000353,3.9+
89000354,12.0+
89000355,0.9+
89000356,175.0+
89000357,31.0+
89000358,10.0+
89000359,2.3+
89000360,0.7+
89000361,0.9+
89000362,1.0+
89000363,3.0+
89000364,0.9+
89000365,65.0+
89000366,13.8+
89000367,0.9+
89000368,0.9+
89000369,0.9+
89000370,0.9+
89000371,0.9+
89000372,0.9+
89000373,55.0+
89000374,104.0+
89000375,80.0+
89000376,3.2+
89000377,6.0+
89000378,14.0+
89000379,18.0+
89000380,160.0+
89000381,0.9+
89000382,1.7+
89000383,1.5+
89000384,7.1+
89000385,2.0+
89000386,0.9+
89000387,0.9+
89000388,0.9+
89000389,0.9+
89000390,0.9+
89000391,0.9+
89000392,0.9+
89000393,0.9+
89000394,0.9+
89000395,0.9+
89000396,0.9+
89000397,0.9+
89000398,3.0+
89000399,23.3+
89000400,0.9+
89000401,0.9+
89000402,0.9+
89000403,0.9+
89000404,0.9+
89000405,0.2+
89000406,1.0+
89000408,0.9+
89000409,0.3+
89000410,0.9+
89000411,0.9+
89000412,3.0+
89000413,19.0+
89000414,1.0+
89000415,3.2+
89000416,1.6+
89000417,0.9+
89000418,0.9+
89000419,2.0+
89000420,0.9+
89000421,0.9+
89000422,0.3+
89000423,0.3+
89000424,0.1+
89000425,0.3+
89000426,0.3+
89000428,0.9+
89000429,0.9+
89000430,22.0+
89000431,13.5+
89000432,0.9+
89000433,1.2+
89000434,1.0+
89000435,45.0+
89000436,0.5+
89000437,0.9+
89000438,0.5+
89000439,3.1+
89000440,0.9+
89000441,5.7+
89000442,0.9+
89000443,0.9+
89000444,0.9+
89000445,0.9+
89000446,0.9+
89000447,45.0+
89000448,16.4+
89000449,0.5+
89000450,0.9+
89000452,1.2+
89000453,0.5+
89000454,0.5+
89000455,0.1+
89000456,13.0+
89000457,132.0+
89000458,179.0+
89000459,132.0+
89000460,1.8+
89000461,1.4+
89000462,2.5+
89000463,3.0+
89000464,13.0+
89000465,4.0+
89000466,2.4+
89000467,37.6+
89000468,0.9+
89000472,3.0+
89000473,3.5+
89000474,0.9+
89000475,0.9+
89000476,4.0+
89000477,2.0+
89000478,2860.0+
89000479,4.7+
89000480,1.3+
89000481,3.0+
89000482,7.6+
89000483,29.0+
89000484,8380.0+
89000485,2.0+
89000486,48.0+
89000487,0.9+
89000488,1.0+
89000490,57.0+
89000491,34.0+
89000492,2.0+
89000493,23.0+
89000494,273.0+
89000495,0.1+
89000496,241.3+
89000497,2.3+
89000498,52.0+
89000499,82.0+
89000500,2.8+
89000501,0.2+
89000502,200.0+
89000503,8.0+
89000505,12.1+
89000506,8.3+
89000507,0.9+
89000508,350.0+
89000509,0.6+
89000510,7.2+
89000511,0.9+
89000512,0.4+
89000513,0.2+
89000514,1.3+
89000517,1.1+
89000518,0.2+
89000519,0.3+
89000520,182.0+
89000521,8.3+
89000522,0.9+
89000523,1.0+
89000524,1.0+
89000525,0.9+
89000526,1.0+
89000527,1.0+
89000528,0.9+
89000529,1.0+
89000530,0.9+
89000531,0.9+
89000532,0.9+
89000533,0.9+
89000534,1.0+
89000535,0.9+
89000536,1.0+
89000537,0.0+
89000538,0.9+
89000539,1.0+
89000540,0.9+
89000541,0.9+
89000542,0.9+
89000543,0.9+
89000544,0.9+
89000545,0.9+
89000546,1.0+
89000547,1.0+
89000548,6.0+
89000549,0.9+
89000550,9.2+
89000551,1.7+
89000552,0.9+
89000553,15.8+
89000554,0.9+
89000555,0.9+
89000556,0.9+
89000557,0.9+
89000558,0.9+
89000559,1.0+
89000560,0.9+
89000561,0.9+
89000562,0.9+
89000563,4.0+
89000564,0.9+
89000565,0.9+
89000566,0.9+
89000567,0.2+
89000568,0.9+
89000569,0.9+
89000570,0.9+
89000571,3.0+
89000572,0.9+
89000573,0.9+
89000574,0.9+
89000575,0.9+
89000576,0.9+
89000577,0.9+
89000578,0.9+
89000579,0.9+
89000580,0.9+
89000581,0.9+
89000582,0.2+
89000583,0.9+
89000584,0.9+
89000585,0.9+
89000586,3.3+
89000587,0.9+
89000588,0.9+
89000589,0.9+
89000590,0.9+
89000591,0.9+
89000592,0.9+
89000593,1.1+
89000594,3.5+
89000595,1.2+
89000596,0.9+
89000597,1.2+
89000598,2.3+
89000599,2.9+
89000600,4.0+
89000601,5.0+
89000602,100.0+
89000604,1.3+
89000605,0.3+
89000606,0.3+
89000607,0.4+
89000608,0.7+
89000609,0.4+
89000610,0.3+
89000611,0.8+
89000612,0.5+
89000613,0.1+
89000614,0.3+
89000615,1.0+
89000616,0.5+
89000617,0.3+
89000618,0.4+
89000619,0.2+
89000620,0.2+
89000621,3.3+
89000622,0.1+
89000623,0.3+
89000624,0.4+
89000625,0.5+
89000626,4.3+
89000627,0.3+
89000628,0.2+
89000629,0.4+
89000630,0.8+
89000631,0.5+
89000632,0.3+
89000633,0.6+
89000634,0.7+
89000635,0.2+
89000636,0.1+
89000637,0.6+
89000638,0.5+
89000639,0.2+
89000640,0.5+
89000641,9.3+
89000642,0.4+
89000643,0.6+
89000644,0.3+
89000645,0.5+
89000646,0.6+
89000647,0.6+
89000648,3.6+
89000649,0.6+
89000650,0.3+
89000651,0.4+
89000652,0.5+
89000653,0.2+
89000654,0.2+
89000655,0.6+
89000656,1.9+
89000657,1.1+
89000658,70.5+
89000659,39.0+
89000661,49.4+
89000662,13.4+
89000663,87.0+
89000665,0.9+
89000666,0.9+
89000667,1.5+
89000668,0.9+
89000669,0.9+
89000670,4.5+
89000671,0.9+
89000672,1.5+
89000673,0.9+
89000674,0.9+
89000675,0.9+
89000676,1.0+
89000677,0.9+
89000678,0.9+
89000679,0.9+
89000680,0.9+
89000681,0.9+
89000682,0.9+
89000683,0.9+
89000684,0.9+
89000685,0.2+
89000686,0.9+
89000687,0.9+
89000688,0.4+
89000689,0.9+
89000690,0.9+
89000691,0.9+
89000692,5.5+
89000693,0.9+
89000694,2.5+
89000695,8.5+
89000696,0.9+
89000697,0.9+
89000698,0.8+
89000699,0.9+
89000700,0.9+
89000701,0.9+
89000702,0.2+
89000703,0.9+
89000704,1.3+
89000705,1.3+
89000706,0.9+
89000707,0.9+
89000708,0.9+
89000709,0.9+
89000710,0.9+
89000711,0.9+
89000712,0.9+
89000713,0.9+
89000714,0.9+
89000715,0.9+
89000716,0.5+
89000717,1.0+
89000718,0.9+
89000719,0.9+
89000720,1.8+
89000721,1.4+
89000722,0.9+
89000723,0.9+
89000724,0.9+
89000725,0.9+
89000726,0.9+
89000727,0.9+
89000728,0.9+
89000729,0.9+
89000730,0.9+
89000731,0.9+
89000732,0.9+
89000733,0.9+
89000734,0.9+
89000735,0.9+
89000736,0.9+
89000737,0.9+
89000738,0.9+
89000739,1.5+
89000740,0.9+
89000741,0.9+
89000742,0.9+
89000743,0.9+
89000744,0.9+
89000745,0.9+
89000746,0.9+
89000747,0.9+
89000748,0.9+
89000749,0.9+
89000750,0.9+
89000753,5.9+
89000754,25.0+
89000755,8.0+
89000756,2.0+
89000757,7.0+
89000758,1.1+
89000759,149.2+
89000760,40.0+
89000761,285.0+
89000762,1.0+
89000765,2.0+
89000768,18.5+
89000769,281.8+
89000770,3.5+
89000771,6.0+
89000772,0.9+
89000773,7.0+
89000774,6.6+
89000775,0.4+
89000776,6.6+
89000777,0.9+
89000778,7.0+
89000779,25.6+
89000780,46.0+
89000781,360.0+
89000782,432.0+
89000783,6.0+
89000784,91.0+
89000785,1.0+
89000786,1.0+
89000787,0.9+
89000788,0.9+
89000789,0.9+
89000790,7.0+
89000791,0.1+
89000792,0.9+
89000793,0.9+
89000795,110.1+
89000796,537.1+
89000797,1.5+
89000798,19.2+
89000799,0.9+
89000800,111.0+
89000801,60.0+
89000802,2.0+
89000803,55.0+
89000804,100.0+
89000805,0.4+
89000806,0.9+
89000807,0.9+
89000808,40.0+
89000809,7.3+
89000810,215.0+
89000811,1211.0+
89000812,80.0+
89000813,920.0+
89000814,258.0+
89000815,676.0+
89000816,576.0+
89000817,928.0+
89000818,925.0+
89000819,0.9+
89000821,2.9+
89000822,0.9+
89000823,0.9+
89000824,0.9+
89000825,0.9+
89000827,0.9+
89000828,0.9+
89000829,0.9+
89000831,6.0+
89000832,1.0+
89000833,6.0+
89000834,22.0+
89000837,0.4+
89000838,0.1+
89000839,0.9+
89000840,0.9+
89000841,0.9+
89000842,12.0+
89000843,0.9+
89000844,0.9+
89000845,0.9+
89000846,0.9+
89000847,50.0+
89000848,5.0+
89000849,8.0+
89000850,14.0+
89000851,1.5+
89000852,2.0+
89000853,0.9+
89000854,0.1+
89000855,20.0+
89000856,0.9+
89000857,0.9+
89000858,0.9+
89000859,2.0+
89000860,0.4+
89000861,76.0+
89000862,2.5+
89000864,0.9+
89000865,0.9+
89000866,0.9+
89000867,2.0+
89000868,0.9+
89000869,0.9+
89000870,0.9+
89000871,1.5+
89000872,0.9+
89000873,0.9+
89000874,16.5+
89000875,8.0+
89000876,5.9+
89000877,1.0+
89000878,1.0+
89000879,0.9+
89000880,2.8+
89000881,0.9+
89000882,0.9+
89000883,1.8+
89000884,1.0+
89000885,0.9+
89000886,0.9+
89000887,0.9+
89000888,1.7+
89000889,0.9+
89000890,0.9+
89000891,7.2+
89000892,0.9+
89000893,1.0+
89000894,0.9+
89000895,0.9+
89000896,0.9+
89000897,0.9+
89000898,1.0+
89000899,0.9+
89000900,0.9+
89000901,1.3+
89000902,0.9+
89000904,5.0+
89000905,0.9+
89000906,0.9+
89000907,1.4+
89000908,3.8+
89000909,1.6+
89000910,1.3+
89000911,1.0+
89000912,0.9+
89000913,1.5+
89000914,0.9+
89000915,0.9+
89000916,0.9+
89000917,0.9+
89000918,0.9+
89000919,0.9+
89000920,1.7+
89000924,2.9+
89000925,54.0+
89000926,0.7+
89000927,1.8+
89000928,1.0+
89000929,1.0+
89000930,0.5+
89000931,6.5+
89000932,41.0+
89000933,3.0+
89000934,493.0+
89000935,3.8+
89000937,1.0+
89000938,123.0+
89000939,0.9+
89000940,1.0+
89000941,0.9+
89000942,11.0+
89000943,43.0+
89000944,0.3+
89000945,0.9+
89000946,0.9+
89000947,4.8+
89000948,2.7+
89000949,1.3+
89000950,40.0+
89000951,23.0+
89000953,0.9+
89000954,0.9+
89000955,0.9+
89000956,0.9+
89000957,0.9+
89000958,0.9+
89000959,0.9+
89000960,0.9+
89000961,0.9+
89000962,0.9+
89000963,0.9+
89000964,0.9+
89000965,0.9+
89000966,0.9+
89000967,0.9+
89000968,0.9+
89000969,0.9+
89000970,0.9+
89000971,0.9+
89000972,0.9+
89000973,0.9+
89000974,2.2+
89000975,0.9+
89000976,0.9+
89000977,0.9+
89000978,30.0+
89000979,18.0+
89000980,0.9+
89000981,0.9+
89000982,0.9+
89000983,0.9+
89000984,0.9+
89000985,0.9+
89000986,0.9+
89000987,0.9+
89000988,0.9+
89000989,0.9+
89000990,0.9+
89000991,0.9+
89000992,20.5+
89000993,162.0+
89000994,1.1+
89000995,15.2+
89000996,42.0+
89000997,0.9+
89000998,4.9+
89000999,0.9+
89001000,0.9+
89001001,0.9+
89001002,0.9+
89001003,0.9+
89001004,0.9+
89001005,52.0+
89001006,0.9+
89001007,37.0+
89001008,1200.0+
89001009,0.9+
89001010,0.9+
89001011,2.0+
89001012,2.0+
89001013,3.0+
89001014,0.6+
89001016,1.1+
89001017,0.9+
89001019,0.3+
89001020,0.4+
89001021,1.3+
89001022,5.1+
89001023,0.5+
89001024,0.9+
89001025,0.8+
89001026,0.9+
89001027,0.9+
89001028,0.9+
89001029,0.9+
89001030,0.9+
89001031,0.9+
89001032,0.3+
89001033,0.9+
89001034,0.9+
89001035,0.9+
89001036,2.2+
89001037,0.9+
89001038,6.0+
89001039,550.0+
89001040,0.9+
89001041,0.9+
89001042,1.3+
89001043,0.9+
89001044,2.0+
89001045,3.4+
89001046,38.5+
89001048,3.5+
89001049,1.2+
89001050,2.1+
89001051,0.3+
89001052,137.0+
89001053,1.6+
89001054,2.0+
89001055,1.0+
89001056,66.7+
89001057,14.9+
89001059,11.0+
89001060,3.0+
89001061,0.9+
89001062,5.9+
89001063,0.9+
89001064,5.0+
89001065,7.6+
89001066,1.0+
89001067,0.9+
89001068,1.0+
89001069,9.4+
89001071,33.0+
89001072,2.0+
89001073,0.9+
89001074,12.0+
89001075,12.0+
89001076,1.0+
89001077,0.9+
89001078,0.9+
89001079,0.9+
89001080,0.9+
89001081,80.0+
89001082,5.0+
89001083,0.9+
89001084,0.9+
89001085,26.0+
89001086,1.0+
89001087,0.3+
89001088,4.0+
89001089,195.0+
89001090,0.9+
89001092,0.9+
89001093,275.0+
89001094,2.8+
89001095,779.0+
89001096,0.9+
89001097,340.0+
89001099,6.0+
89001100,30.0+
89001101,482.0+
89001102,11.0+
89001103,3.0+
89001105,9.0+
89001106,1.6+
89001107,8.5+
89001108,0.9+
89001109,0.9+
89001110,0.9+
89001111,1.2+
89001112,0.9+
89001113,0.9+
89001114,360.0+
89001116,2.5+
89001117,1.3+
89001118,5.0+
89001119,198.7+
89001120,94.6+
89001121,1.7+
89001122,6.4+
89001123,4.5+
89001124,0.8+
89001125,130.0+
89001126,1.4+
89001127,0.9+
89001128,1.3+
89001129,2.5+
89001130,0.9+
89001131,8.9+
89001132,5.3+
89001133,1.5+
89001134,4.7+
89001135,1.2+
89001136,7.3+
89001137,5.6+
89001138,0.8+
89001139,1.7+
89001140,0.8+
89001141,0.9+
89001142,0.8+
89001143,0.9+
89001144,1.0+
89001145,0.9+
89001146,0.9+
89001147,119.0+
89001148,300.0+
89001149,0.9+
89001150,0.9+
89001151,28.0+
89001152,0.9+
89001153,0.9+
89001154,0.9+
89001155,1.5+
89001156,3.0+
89001157,0.9+
89001158,13.0+
89001159,0.9+
89001160,0.9+
89001161,6.0+
89001162,0.9+
89001163,0.9+
89001164,0.9+
89001165,0.9+
89001166,10.0+
89001167,27.2+
89001168,30.0+
89001169,30.0+
89001170,46.0+
89001171,0.9+
89001172,0.9+
89001173,0.9+
89001174,0.9+
89001175,0.9+
89001176,0.9+
89001177,0.9+
89001178,0.9+
89001179,0.9+
89001181,0.9+
89001183,0.9+
89001184,0.9+
89001185,0.9+
89001186,0.9+
89001187,0.9+
89001188,0.9+
89001189,0.9+
89001190,0.9+
89001191,0.9+
89001192,0.9+
89001193,0.9+
89001194,0.9+
89001195,0.9+
89001196,0.9+
89001197,0.9+
89001198,0.9+
89001199,0.9+
89001200,0.9+
89001201,0.9+
89001202,0.9+
89001203,1.1+
89001204,175.0+
89001205,133.0+
89001206,2.8+
89001207,0.9+
89001208,8.5+
89001209,3360.0+
89001210,0.3+
89001211,6.0+
89001212,0.9+
89001213,4.0+
89001214,0.9+
89001215,86.0+
89001216,2.2+
89001217,0.9+
89001218,82.0+
89001219,0.8+
89001220,0.5+
89001221,4.0+
89001222,12.0+
89001223,1.0+
89001224,0.9+
89001225,0.9+
89001226,0.9+
89001227,1.0+
89001228,0.9+
89001229,0.1+
89001230,0.9+
89001231,0.9+
89001232,0.9+
89001233,0.9+
89001234,0.1+
89001235,0.0+
89001236,0.9+
89001237,0.9+
89001238,0.9+
89001239,0.9+
89001240,0.9+
89001241,0.9+
89001242,0.0+
89001244,0.9+
89001245,0.9+
89001246,0.0+
89001247,0.9+
89001248,0.9+
89001249,0.9+
89001250,0.9+
89001251,0.9+
89001252,0.9+
89001253,0.9+
89001254,0.9+
89001255,0.9+
89001256,0.9+
89001257,0.9+
89001259,0.9+
89001260,0.9+
89001261,0.9+
89001262,0.9+
89001263,0.9+
89001264,0.9+
89001265,0.9+
89001266,0.9+
89001267,0.9+
89001269,0.9+
89001270,0.9+
89001272,0.9+
89001273,0.9+
89001274,0.9+
89001275,0.9+
89001276,0.9+
89001277,0.9+
89001278,0.9+
89001279,0.9+
89001280,0.9+
89001281,0.9+
89001282,0.9+
89001283,0.9+
89001284,0.9+
89001285,0.9+
89001286,0.9+
89001287,0.9+
89001288,0.9+
89001289,0.9+
89001290,0.9+
89001291,0.9+
89001292,0.9+
89001293,0.9+
89001294,0.9+
89001295,0.9+
89001296,0.9+
89001297,0.9+
89001298,0.9+
89001299,0.9+
89001300,0.9+
89001301,0.9+
89001302,0.9+
89001309,0.9+
89001310,0.9+
89001311,1.5+
89001312,0.3+
89001313,0.2+
89001314,0.4+
89001315,0.4+
89001316,0.2+
89001317,0.4+
89001318,0.3+
89001319,0.4+
89001320,0.1+
89001321,0.2+
89001322,0.3+
89001323,1.3+
89001324,0.1+
89001325,0.4+
89001326,0.2+
89001327,0.1+
89001328,0.2+
89001329,0.1+
89001330,0.2+
89001331,0.5+
89001332,1.6+
89001333,5.4+
89001334,0.3+
89001335,0.3+
89001336,0.2+
89001337,0.2+
89001338,0.2+
89001339,0.3+
89001340,0.1+
89001341,0.3+
89001342,0.6+
89001343,4.5+
89001345,0.4+
89001346,0.4+
89001347,0.9+
89001348,0.3+
89001349,1.2+
89001350,0.2+
89001351,0.5+
89001352,0.2+
89001353,0.4+
89001354,0.5+
89001355,0.1+
89001356,0.3+
89001357,0.1+
89001358,1.9+
89001359,0.5+
89001360,0.1+
89001361,0.7+
89001362,0.3+
89001363,0.1+
89001364,0.5+
89001365,0.6+
89001366,0.4+
89001367,0.1+
89001368,0.3+
89001369,0.7+
89001370,0.1+
89001371,0.6+
89001372,0.3+
89001373,0.9+
89001374,0.8+
89001375,0.2+
89001376,0.2+
89001377,0.2+
89001378,0.3+
89001379,0.3+
89001380,0.8+
89001381,0.2+
89001382,0.2+
89001383,0.5+
89001384,0.3+
89001385,0.9+
89001386,1.0+
89001387,1.0+
89001388,1.3+
89001389,0.5+
89001390,79.6+
89001391,0.9+
89001395,0.9+
89001396,0.9+
89001402,0.5+
89001403,0.9+
89001404,22.5+
89001405,4.0+
89001406,0.9+
89001407,6.0+
89001409,160.0+
89001411,160.0+
89001412,2.0+
89001413,0.9+
89001414,0.9+
89001415,0.9+
89001416,0.2+
89001417,1.7+
89001418,40.0+
89001419,1.0+
89001420,0.9+
89001421,0.9+
89001422,110.0+
89001423,80.0+
89001424,7.0+
89001425,181.0+
89001426,55.0+
89001427,0.1+
89001428,0.1+
89001429,0.1+
89001430,0.1+
89001431,0.9+
89001432,0.9+
89001434,0.9+
89001435,0.9+
89001436,0.9+
89001437,0.9+
89001438,0.9+
89001439,0.9+
89001440,0.9+
89001441,0.9+
89001442,0.9+
89001443,0.9+
89001446,0.9+
89001447,0.1+
89001448,0.9+
89001449,0.3+
89001450,2.0+
89001451,2.8+
89001452,78.8+
89001453,3.0+
89001454,230.0+
89001455,6.6+
89001456,0.9+
89001457,0.9+
89001459,0.9+
89001460,108.0+
89001462,0.5+
89001463,0.9+
89001465,31.0+
89001466,5.4+
89001467,4.9+
89001468,0.9+
89001469,0.9+
89001470,0.9+
89001471,0.9+
89001472,0.9+
89001473,0.2+
89001474,0.9+
89001475,0.9+
89001476,0.9+
89001477,0.9+
89001478,0.9+
89001479,0.9+
89001480,0.9+
89001481,1.0+
89001483,0.2+
89001484,0.2+
89001485,0.3+
89001486,0.3+
89001487,0.2+
89001488,0.1+
89001489,1.6+
89001490,0.9+
89001491,2.0+
89001492,0.1+
89001493,0.3+
89001494,2.2+
89001495,0.9+
89001496,0.5+
89001497,84.8+
89001498,1.4+
89001499,65.6+
89001500,3.2+
89001501,8.2+
89001502,5.5+
89001503,0.6+
89001504,1.0+
89001505,4.9+
89001506,3.0+
89001507,1.0+
89001508,0.6+
89001509,0.2+
89001510,1.0+
89001511,0.6+
89001512,0.9+
89001513,0.4+
89001514,0.4+
89001515,0.9+
89001516,1.6+
89001517,0.2+
89001518,0.4+
89001519,0.4+
89001520,0.1+
89001521,0.3+
89001522,0.3+
89001523,0.9+
89001524,0.9+
89001525,3.2+
89001526,6.3+
89001527,4.8+
89001528,1.3+
89001529,0.3+
89001530,0.3+
89001531,0.9+
89001532,0.6+
89001533,1.3+
89001534,0.7+
89001535,0.8+
89001536,0.1+
89001537,0.2+
89001538,0.3+
89001539,0.9+
89001540,0.2+
89001541,0.2+
89001542,0.2+
89001543,0.2+
89001544,0.3+
89001545,0.2+
89001546,0.8+
89001547,1.5+
89001548,1.0+
89001549,9.4+
89001550,0.2+
89001551,0.3+
89001552,0.2+
89001553,0.3+
89001554,0.2+
89001555,2.5+
89001556,0.2+
89001557,0.4+
89001558,1.3+
89001559,0.2+
89001560,0.2+
89001561,0.1+
89001562,0.6+
89001563,0.5+
89001564,0.6+
89001565,0.2+
89001566,0.2+
89001567,0.4+
89001568,0.3+
89001569,0.7+
89001570,0.5+
89001571,0.7+
89001572,0.3+
89001573,0.2+
89001574,0.6+
89001575,0.2+
89001576,0.2+
89001577,0.3+
89001578,0.4+
89001579,0.3+
89001580,0.4+
89001581,0.1+
89001582,72.0+
89001583,40.0+
89001584,0.6+
89001585,220.0+
89001586,23.0+
89001587,0.9+
89001588,0.9+
89001589,0.9+
89001590,1.0+
89001592,4.0+
89001593,0.1+
89001594,0.9+
89001595,0.9+
89001596,16.0+
89001597,0.9+
89001598,1.3+
89001599,94.0+
89001600,0.9+
89001601,0.9+
89001602,0.9+
89001603,0.9+
89001605,0.9+
89001606,0.9+
89001607,0.9+
89001608,0.9+
89001609,0.9+
89001610,1.3+
89001615,0.9+
89001616,3.0+
89001617,0.9+
89001618,0.9+
89001619,0.9+
89001620,2.3+
89001621,0.9+
89001622,20.0+
89001623,114.0+
89001624,194.0+
89001625,200.0+
89001626,1.3+
89001627,0.2+
89001628,0.9+
89001629,17.0+
89001630,110.0+
89001631,0.9+
89001632,0.9+
89001633,0.9+
89001634,0.9+
89001635,0.9+
89001636,0.9+
89001637,0.9+
89001638,0.9+
89001639,0.9+
89001640,0.9+
89001641,0.9+
89001642,0.9+
89001643,0.9+
89001644,0.9+
89001645,0.9+
89001646,0.9+
89001647,0.9+
89001648,0.9+
89001649,0.9+
89001650,0.9+
89001651,0.9+
89001652,30.0+
89001654,14.0+
89001655,9.0+
89001656,37.0+
89001657,60.0+
89001658,805.0+
89001659,358.0+
89001661,563.0+
89001663,58.0+
89001664,6.0+
89001665,6.5+
89001666,31.0+
89001667,25.0+
89001668,220.0+
89001669,24.0+
89001670,16.0+
89001671,19.0+
89001672,640.0+
89001673,41.0+
89001674,8.0+
89001675,15.0+
89001676,0.9+
89001677,0.9+
89001678,0.9+
89001679,0.9+
